Unnamed: 0,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
472,26.0,no,desconocido,290.03550973654063, Research & Development ,1,3,Medical,473,3,female,69.53208262471655,3,1,laboratory_technician,1,Single,2342.59,6090.75,0,Y,No,13,3.0,4,Part Time,0,8.0,6,3.0,7,7,6,1997,28111.13,1
473,27.0,no,travel_rarely,556.2566609977324,desconocido,9,3,desconocido,474,4,female,69.53208262471655,3,2,sales_executive,4,desconocido,4492.84,11681.39,1,desconocido,desconocido,14,3.0,1,Part Time,0,10.0,5,3.0,7,0,7,1996,53914.11,0
474,31.0,yes,travel_frequently,556.2566609977324, Sales ,26,4,Marketing,475,1,female,69.53208262471655,3,2,sales_executive,4,desconocido,4492.84,11681.39,1,Y,Yes,11,3.0,3,Part Time,0,10.0,4,3.0,10,0,8,1992,53914.11,yes
475,33.0,no,travel_frequently,556.2566609977324,desconocido,7,2,Life Sciences,476,4,female,69.53208262471655,3,2,healthcare_representative,3,Divorced,4492.84,11681.39,1,desconocido,desconocido,20,3.0,3,desconocido,3,9.0,2,3.0,9,2,8,1990,53914.11,yes
476,31.0,no,desconocido,1032.4872861766066,desconocido,10,3,desconocido,477,3,male,69.53208262471655,3,3,research_director,3,Married,8339.32,21682.23,4,desconocido,No,20,4.0,3,Part Time,1,13.0,2,4.0,11,4,8,1992,100071.84,1
477,35.0,no,desconocido,525.984126984127,desconocido,9,4,Medical,478,2,female,69.53208262471655,3,2,research_scientist,3,desconocido,4492.84,11045.67,1,desconocido,No,19,3.0,2,Part Time,0,10.0,5,3.0,10,0,8,1988,50980.0,1
478,33.0,no,travel_rarely,556.2566609977324,desconocido,15,2,desconocido,479,2,male,69.53208262471655,3,2,healthcare_representative,4,Married,4492.84,11681.39,0,desconocido,Yes,13,3.0,1,Part Time,1,10.0,6,3.0,9,8,1,1990,53914.11,yes
479,39.0,no,travel_rarely,556.2566609977324,desconocido,24,1,Life Sciences,480,1,female,69.53208262471655,3,2,research_scientist,4,Single,4492.84,11681.39,7,desconocido,No,13,3.0,1,desconocido,0,10.0,2,3.0,7,1,7,1984,53914.11,false
480,36.0,no,travel_rarely,1032.4872861766066,desconocido,46,3,desconocido,481,46,male,129.06091077207583,2,3,sales_executive,4,Marreid,4492.84,21682.23,0,Y,No,19,3.0,3,Part Time,2,10.0,2,3.0,9,3,4,1987,100071.84,yes
481,41.0,no,travel_rarely,1400.079365079365,desconocido,28,4,Life Sciences,482,1,male,69.53208262471655,2,4,manufacturing_director,2,Married,11308.33,29401.67,0,Y,No,23,3.0,3,Full Time,1,21.0,3,3.0,20,0,10,1982,135700.0,yes
482,34.0,no,desconocido,692.5079365079365, Sales ,28,3,Marketing,483,4,male,69.53208262471655,2,2,sales_executive,3,Married,4492.84,14542.67,1,Y,No,21,4.0,4,Full Time,2,8.0,2,3.0,8,1,7,1989,67120.0,false
483,38.0,no,travel_rarely,556.2566609977324,desconocido,10,2,desconocido,484,1,male,69.53208262471655,3,2,sales_executive,4,Married,4492.84,11681.39,1,desconocido,No,11,3.0,3,desconocido,1,10.0,1,3.0,10,1,9,1985,53914.11,1
484,39.0,no,travel_rarely,1030.8174603174605,desconocido,6,1,desconocido,485,4,female,69.53208262471655,2,3,healthcare_representative,1,desconocido,8325.83,21647.17,4,desconocido,desconocido,15,3.0,1,Part Time,1,10.0,5,3.0,7,1,7,1984,99910.0,1
485,34.0,no,travel_rarely,1032.4872861766066,desconocido,7,4,desconocido,486,1,male,69.53208262471655,3,3,research_director,2,Single,4492.84,21682.23,0,desconocido,No,11,3.0,3,Part Time,0,10.0,4,3.0,12,2,11,1989,100071.84,0
486,44.0,no,travel_rarely,1057.3333333333337,desconocido,7,4,Medical,487,1,male,69.53208262471655,2,3,healthcare_representative,4,Married,8540.0,22204.0,3,desconocido,desconocido,14,3.0,4,Full Time,1,24.0,4,3.0,22,5,17,1979,102480.0,true
487,46.0,no,desconocido,556.2566609977324,desconocido,5,4,desconocido,488,1,female,69.53208262471655,3,2,sales_executive,4,Single,4492.84,11681.39,4,Y,desconocido,21,3.0,3,Part Time,0,14.0,4,3.0,9,0,8,1977,53914.11,yes
488,41.0,no,travel_frequently,1582.7713464696226, Research & Development ,10,3,Life Sciences,489,4,female,197.8464183087028,2,4,manager,1,Divorced,4492.84,33238.2,4,Y,desconocido,13,3.0,2,Full Time,1,10.0,2,2.0,7,7,7,1982,153407.07,0
489,39.0,no,desconocido,1128.5238095238096, Research & Development ,2,4,desconocido,490,3,male,69.53208262471655,3,3,healthcare_representative,3,Single,9115.0,23699.0,0,desconocido,No,25,4.0,4,desconocido,0,20.0,1,3.0,19,11,8,1984,53914.11,0
490,42.0,no,travel_rarely,267.531746031746,desconocido,2,3,Medical,491,4,male,69.53208262471655,2,1,laboratory_technician,1,Divorced,2160.83,5618.17,0,desconocido,Yes,11,3.0,3,Part Time,1,10.0,4,3.0,9,7,8,1981,25930.0,true
491,33.0,no,travel_frequently,1225.5079365079364, Research & Development ,5,4,desconocido,492,4,male,69.53208262471655,3,3,manager,2,Married,9898.33,25735.67,6,Y,desconocido,11,3.0,2,desconocido,2,12.0,2,3.0,10,8,8,1990,53914.11,true
492,35.0,no,travel_rarely,835.1984126984128,desconocido,5,4,Technical Degree,493,3,female,69.53208262471655,3,3,manufacturing_director,2,Single,6745.83,17539.17,0,desconocido,No,13,3.0,4,Part Time,0,17.0,5,3.0,16,0,13,1988,80950.0,1
493,33.0,yes,travel_rarely,1032.4872861766066,desconocido,15,1,Medical,494,2,female,69.53208262471655,3,3,manager,3,Married,4492.84,21682.23,7,desconocido,desconocido,12,3.0,4,Part Time,0,15.0,2,4.0,7,7,7,1990,100071.84,true
494,40.0,no,travel_rarely,1582.7713464696226,desconocido,6,3,Life Sciences,495,2,male,69.53208262471655,3,4,manufacturing_director,3,Single,4492.84,33238.2,7,desconocido,No,15,3.0,3,Full Time,0,22.0,3,3.0,20,5,13,1983,153407.07,false
495,41.0,no,travel_rarely,1973.9841269841268,desconocido,10,4,Human Resources,496,2,female,69.53208262471655,2,5,manager,4,Divorced,15943.72,41453.67,3,Y,No,15,3.0,2,Full Time,3,23.0,2,2.0,21,12,6,1982,191324.62,0
496,27.0,no,desconocido,556.2566609977324,desconocido,7,3,desconocido,497,4,male,69.53208262471655,2,2,healthcare_representative,1,desconocido,4492.84,11681.39,8,desconocido,No,19,3.0,1,Part Time,0,10.0,2,1.0,7,0,7,1996,53914.11,false
497,52.0,no,travel_rarely,1739.1111111111113,desconocido,3,4,Marketing,498,3,female,69.53208262471655,2,4,manager,1,desconocido,14046.67,36521.33,1,desconocido,desconocido,11,3.0,1,Full Time,0,10.0,3,4.0,34,1,16,1971,168560.0,yes
498,51.0,no,travel_rarely,1582.7713464696226,desconocido,26,4,Marketing,499,1,male,197.8464183087028,3,4,manager,3,Married,12783.92,33238.2,2,desconocido,No,14,3.0,3,Full Time,1,10.0,2,2.0,20,4,17,1972,153407.07,false
499,47.0,no,travel_rarely,468.1031746031746,desconocido,2,2,Marketing,500,3,male,69.53208262471655,3,2,sales_executive,4,desconocido,3780.83,9830.17,0,desconocido,desconocido,22,4.0,1,Part Time,1,8.0,2,3.0,7,7,7,1976,45370.0,yes
500,50.0,no,non-travel,1849.301587301588, Research & Development ,2,4,desconocido,501,1,female,69.53208262471655,3,4,manager,1,Divorced,4492.84,38835.33,1,Y,desconocido,11,3.0,4,Full Time,1,31.0,3,3.0,31,14,7,1973,179240.0,false
501,35.0,no,travel_rarely,414.1428571428571, Research & Development ,21,1,Life Sciences,502,4,male,69.53208262471655,3,2,healthcare_representative,4,Married,3345.0,8697.0,1,desconocido,desconocido,25,4.0,4,Part Time,1,10.0,2,1.0,10,0,7,1988,40140.0,true
502,39.0,no,travel_rarely,1314.6507936507935,desconocido,1,1,desconocido,503,4,male,164.33134920634922,2,4,manufacturing_director,4,Married,10618.33,27607.67,1,desconocido,No,16,3.0,3,Full Time,1,10.0,3,3.0,21,11,8,1984,127420.0,true
503,39.0,no,travel_frequently,1032.4872861766066,desconocido,22,3,Medical,504,4,male,69.53208262471655,3,3,manufacturing_director,1,Single,8339.32,21682.23,1,desconocido,desconocido,13,3.0,3,Part Time,0,10.0,2,3.0,21,2,8,1984,100071.84,0
504,41.0,no,desconocido,348.3174603174604,desconocido,7,2,desconocido,505,2,male,43.53968253968255,4,1,research_scientist,3,desconocido,4492.84,7314.67,1,desconocido,No,13,3.0,3,Full Time,0,10.0,3,3.0,10,0,8,1982,33760.0,false
505,44.0,yes,desconocido,1081.4761904761906, Human Resources ,1,2,Medical,506,2,female,69.53208262471655,2,3,human_resources,1,Married,8735.0,22711.0,9,desconocido,No,14,3.0,4,Full Time,1,24.0,1,3.0,20,3,6,1979,104820.0,yes
506,42.0,no,desconocido,1582.7713464696226,desconocido,2,2,Medical,507,4,female,69.53208262471655,3,4,manager,1,desconocido,12783.92,33238.2,0,desconocido,No,17,3.0,4,desconocido,1,23.0,3,3.0,22,13,7,1981,53914.11,false
507,52.0,no,travel_rarely,1032.4872861766066,desconocido,7,4,Life Sciences,508,2,female,69.53208262471655,3,3,healthcare_representative,2,Single,4492.84,21682.23,7,Y,desconocido,19,3.0,4,Part Time,0,18.0,4,3.0,8,4,0,1971,100071.84,yes
508,38.0,no,desconocido,290.03550973654063,desconocido,1,3,desconocido,509,3,female,36.25443871706758,4,1,human_resources,3,desconocido,2342.59,6090.75,1,desconocido,No,13,3.0,4,Part Time,1,7.0,2,4.0,7,5,0,1985,28111.13,1
509,46.0,no,desconocido,290.03550973654063, Human Resources ,1,2,Life Sciences,510,4,male,36.25443871706758,3,1,human_resources,1,desconocido,4492.84,6090.75,6,desconocido,desconocido,12,3.0,3,Part Time,0,10.0,3,4.0,7,5,7,1977,28111.13,true
510,35.0,no,desconocido,438.3888888888889,desconocido,4,4,Life Sciences,511,3,female,54.79861111111112,3,2,research_scientist,3,Single,3540.83,9206.17,1,desconocido,desconocido,11,3.0,2,Part Time,0,10.0,3,3.0,9,1,1,1988,42490.0,false
511,28.0,no,travel_rarely,675.6904761904763, Research & Development ,29,1,Life Sciences,512,3,female,69.53208262471655,1,2,manufacturing_director,2,Married,5457.5,14189.5,1,desconocido,desconocido,14,3.0,2,desconocido,2,8.0,2,2.0,8,1,7,1995,53914.11,1
512,44.0,no,desconocido,1582.7713464696226,desconocido,28,3,Life Sciences,513,4,female,69.53208262471655,3,4,research_director,1,Married,12783.92,33238.2,3,desconocido,No,13,3.0,3,desconocido,1,10.0,1,4.0,20,14,17,1979,53914.11,1
513,50.0,no,desconocido,1486.8492063492065,desconocido,22,5,desconocido,514,3,female,69.53208262471655,1,4,research_director,4,desconocido,12009.17,31223.83,1,desconocido,desconocido,13,3.0,4,desconocido,0,10.0,2,3.0,32,13,9,1973,53914.11,0
514,55.0,no,travel_rarely,2020.7777777777776,desconocido,23,5,Marketing,515,3,female,252.59722222222223,2,5,manager,4,desconocido,4492.84,42436.33,1,Y,No,21,4.0,3,Full Time,1,36.0,3,3.0,36,2,13,1968,195860.0,1
515,39.0,no,desconocido,849.8492063492063, Sales ,6,3,desconocido,516,4,female,69.53208262471655,4,3,sales_executive,3,Married,6864.17,17846.83,2,Y,No,11,3.0,1,Part Time,1,11.0,3,3.0,7,7,6,1984,82370.0,true
516,49.0,no,desconocido,331.29365079365084, Research & Development ,13,4,desconocido,517,13,male,69.53208262471655,3,1,laboratory_technician,1,desconocido,2675.83,6957.17,1,desconocido,desconocido,14,3.0,4,desconocido,1,10.0,3,2.0,9,1,4,1974,53914.11,true
517,45.0,no,desconocido,1723.4285714285716,desconocido,28,2,Technical Degree,518,4,male,69.53208262471655,2,4,research_director,2,Single,13920.0,36192.0,1,desconocido,desconocido,11,3.0,3,desconocido,0,21.0,2,3.0,21,8,6,1978,53914.11,false
518,46.0,no,desconocido,1032.4872861766066,desconocido,2,3,desconocido,519,3,female,69.53208262471655,3,3,sales_executive,4,desconocido,8339.32,21682.23,4,desconocido,desconocido,12,3.0,2,Part Time,1,10.0,5,2.0,10,0,3,1977,100071.84,false
519,27.0,no,desconocido,492.5555555555556,desconocido,15,3,desconocido,520,4,male,69.53208262471655,2,1,research_scientist,1,Married,4492.84,10343.67,0,desconocido,No,19,3.0,4,Full Time,1,10.0,2,3.0,7,7,3,1996,47740.0,0
520,42.0,no,travel_rarely,1973.9841269841268,desconocido,2,3,desconocido,521,1,female,69.53208262471655,3,5,manager,3,Married,15943.72,41453.67,5,desconocido,desconocido,11,3.0,1,desconocido,0,24.0,2,2.0,22,4,14,1981,53914.11,1
521,49.0,no,desconocido,556.2566609977324, Sales ,2,3,desconocido,522,4,female,69.53208262471655,2,2,sales_executive,2,Married,4492.84,11681.39,2,desconocido,desconocido,14,3.0,4,Part Time,0,17.0,3,2.0,9,0,8,1974,53914.11,true
522,29.0,no,travel_rarely,556.2566609977324,desconocido,15,2,Life Sciences,523,4,male,69.53208262471655,2,2,laboratory_technician,3,Single,4492.84,11681.39,0,desconocido,Yes,12,3.0,4,Part Time,0,10.0,3,3.0,9,0,8,1994,53914.11,true
523,34.0,no,non-travel,471.3015873015873,desconocido,12,4,Marketing,524,12,female,69.53208262471655,3,2,sales_executive,3,desconocido,3806.67,9897.33,0,Y,No,20,4.0,3,Part Time,0,10.0,2,3.0,9,8,7,1989,45680.0,false
524,37.0,no,desconocido,618.3253968253969,desconocido,1,4,desconocido,525,1,female,69.53208262471655,2,2,manufacturing_director,3,Divorced,4994.17,12984.83,1,desconocido,No,18,3.0,3,desconocido,1,10.0,2,3.0,7,0,7,1986,59930.0,false
525,36.0,no,desconocido,670.5317460317461,desconocido,11,3,desconocido,526,2,female,83.81646825396827,2,2,manufacturing_director,2,Single,5415.83,14081.17,1,Y,No,13,3.0,3,Full Time,0,6.0,3,3.0,6,0,3,1987,64990.0,true
526,45.0,no,desconocido,356.1587301587302,desconocido,29,3,desconocido,527,3,female,69.53208262471655,3,1,research_scientist,4,Single,4492.84,7479.33,5,desconocido,desconocido,13,3.0,2,Full Time,0,9.0,2,2.0,6,0,3,1978,34520.0,1
527,29.0,no,travel_rarely,290.03550973654063,desconocido,15,3,desconocido,528,3,female,69.53208262471655,3,1,research_scientist,4,desconocido,4492.84,6090.75,1,desconocido,No,19,3.0,1,Part Time,0,6.0,1,3.0,6,1,5,1994,28111.13,false
528,26.0,no,desconocido,660.0079365079365,desconocido,1,3,desconocido,529,3,male,69.53208262471655,3,2,manufacturing_director,2,desconocido,5330.83,13860.17,1,desconocido,No,20,4.0,1,Full Time,1,6.0,6,1.0,6,1,4,1997,63970.0,false
529,28.0,no,desconocido,556.2566609977324,desconocido,9,4,Life Sciences,530,2,female,69.53208262471655,3,2,sales_executive,4,Single,4492.84,11681.39,1,Y,No,16,3.0,4,Part Time,0,10.0,1,3.0,7,0,7,1995,53914.11,1
530,42.0,no,travel_frequently,556.2566609977324,desconocido,30,4,Technical Degree,531,4,male,69.53208262471655,2,2,healthcare_representative,4,Married,4492.84,11681.39,0,Y,No,11,3.0,4,desconocido,3,7.0,4,4.0,6,0,4,1981,53914.11,yes
531,31.0,no,travel_rarely,556.2566609977324, Sales ,2,1,Life Sciences,532,2,female,69.53208262471655,3,2,sales_executive,4,desconocido,4492.84,11681.39,4,desconocido,Yes,13,3.0,3,Part Time,0,10.0,2,4.0,6,0,5,1992,53914.11,true
532,37.0,no,travel_rarely,1032.4872861766066,desconocido,47,3,desconocido,533,47,male,69.53208262471655,3,3,manufacturing_director,4,Single,8339.32,21682.23,4,Y,desconocido,17,3.0,4,Part Time,0,10.0,3,4.0,6,1,2,1986,100071.84,yes
533,37.0,no,non-travel,1032.4872861766066,desconocido,9,4,desconocido,534,1,female,69.53208262471655,3,3,sales_executive,2,Divorced,4492.84,21682.23,1,Y,No,13,3.0,4,Part Time,1,9.0,6,3.0,9,7,7,1986,100071.84,0
534,37.0,no,travel_rarely,556.2566609977324,desconocido,1,4,Life Sciences,535,2,male,69.53208262471655,3,2,manufacturing_director,2,Married,4492.84,11681.39,6,desconocido,desconocido,12,3.0,2,Part Time,1,8.0,2,2.0,6,4,3,1986,53914.11,0
535,24.0,no,travel_rarely,281.1507936507937,desconocido,23,3,Medical,536,2,female,69.53208262471655,4,1,research_scientist,4,desconocido,4492.84,5904.17,1,desconocido,desconocido,11,3.0,2,Part Time,2,10.0,3,3.0,6,1,4,1999,27250.0,1
536,50.0,no,desconocido,1973.9841269841268,desconocido,3,3,desconocido,537,1,female,69.53208262471655,3,5,manager,2,Married,15943.72,41453.67,1,desconocido,No,11,3.0,3,desconocido,1,10.0,2,3.0,32,10,7,1973,53914.11,false
537,34.0,no,desconocido,373.6984126984127,desconocido,1,2,Life Sciences,538,2,female,46.71230158730159,2,1,research_scientist,4,desconocido,3018.33,7847.67,1,desconocido,Yes,13,3.0,4,Full Time,1,6.0,3,3.0,6,1,3,1989,36220.0,true
538,27.0,no,travel_frequently,556.2566609977324,desconocido,3,1,Medical,539,4,male,69.53208262471655,4,2,sales_executive,4,desconocido,4492.84,11681.39,1,desconocido,desconocido,20,3.0,2,desconocido,2,10.0,3,3.0,6,0,4,1996,53914.11,0
539,25.0,no,desconocido,637.6190476190476, Sales ,42,1,desconocido,540,42,male,69.53208262471655,3,2,sales_executive,4,Single,4492.84,13390.0,1,Y,No,23,4.0,2,Full Time,0,6.0,5,2.0,6,1,4,1998,61800.0,false
540,34.0,no,desconocido,647.3174603174604, Sales ,25,3,Other,541,4,female,69.53208262471655,3,2,sales_executive,4,Single,5228.33,13593.67,1,Y,No,22,4.0,3,Full Time,0,6.0,5,3.0,6,1,4,1989,62740.0,yes
541,34.0,no,desconocido,452.00793650793656, Research & Development ,2,4,desconocido,542,3,male,69.53208262471655,2,1,research_scientist,1,desconocido,4492.84,9492.17,1,Y,desconocido,11,3.0,3,Full Time,0,6.0,3,3.0,6,1,3,1989,43810.0,1
542,35.0,no,desconocido,1032.4872861766066,desconocido,7,3,Other,543,3,female,69.53208262471655,3,3,manufacturing_director,3,Single,8339.32,21682.23,3,Y,No,21,4.0,2,desconocido,0,17.0,3,4.0,8,1,6,1988,53914.11,false
543,35.0,no,desconocido,264.0238095238095,desconocido,16,1,Medical,544,16,male,33.00297619047619,2,1,research_scientist,1,desconocido,4492.84,5544.5,1,desconocido,desconocido,11,3.0,4,Part Time,0,6.0,3,2.0,6,1,1,1988,25590.0,0
544,33.0,no,desconocido,566.2222222222222, Research & Development ,1,4,desconocido,545,3,male,70.77777777777777,4,2,healthcare_representative,2,Married,4573.33,11890.67,1,Y,Yes,13,3.0,1,Full Time,1,10.0,2,3.0,6,1,2,1990,54880.0,true
545,29.0,no,desconocido,259.3809523809524,desconocido,28,4,Life Sciences,546,3,male,69.53208262471655,3,1,research_scientist,4,Divorced,2095.0,5447.0,4,Y,No,22,4.0,1,Part Time,1,11.0,1,3.0,7,1,7,1994,25140.0,0
546,29.0,no,travel_frequently,290.03550973654063, Research & Development ,10,3,desconocido,547,4,male,69.53208262471655,3,1,research_scientist,2,divorced,2342.59,6090.75,0,desconocido,No,14,3.0,4,Part Time,2,8.0,2,2.0,7,1,1,1994,28111.13,1
547,34.0,no,desconocido,556.2566609977324,desconocido,9,1,Life Sciences,548,2,male,69.53208262471655,3,2,sales_executive,3,Married,4492.84,11681.39,1,desconocido,desconocido,20,4.0,1,Part Time,0,10.0,3,2.0,6,1,3,1989,53914.11,0
548,28.0,no,travel_rarely,329.74603174603175,desconocido,19,4,Medical,549,4,female,69.53208262471655,2,1,laboratory_technician,1,Married,2663.33,6924.67,1,Y,desconocido,12,3.0,3,desconocido,3,6.0,2,3.0,6,3,3,1995,31960.0,0
549,44.0,no,desconocido,290.03550973654063,desconocido,2,1,Life Sciences,550,1,male,69.53208262471655,4,1,research_scientist,4,Married,4492.84,6090.75,1,Y,desconocido,13,3.0,4,Part Time,1,10.0,5,3.0,10,7,7,1979,28111.13,0
550,31.0,no,travel_rarely,556.2566609977324, Research & Development ,11,2,desconocido,551,3,female,69.53208262471655,3,2,healthcare_representative,1,Married,4492.84,11681.39,1,desconocido,Yes,12,3.0,4,Part Time,0,6.0,2,2.0,6,0,1,1992,53914.11,false
551,26.0,no,desconocido,290.03550973654063, Research & Development ,4,2,Life Sciences,552,3,female,36.25443871706758,3,1,research_scientist,4,desconocido,2342.59,6090.75,1,desconocido,Yes,20,4.0,2,Part Time,0,10.0,2,2.0,8,2,2,1997,28111.13,0
552,47.0,no,travel_rarely,352.8571428571429,desconocido,1,3,desconocido,553,1,female,69.53208262471655,3,1,research_scientist,4,desconocido,2850.0,7410.0,7,Y,No,12,3.0,3,Full Time,1,17.0,2,2.0,6,1,2,1976,34200.0,true
553,37.0,no,desconocido,290.03550973654063, Research & Development ,5,2,desconocido,554,3,female,69.53208262471655,4,1,laboratory_technician,3,Single,2342.59,6090.75,0,desconocido,No,14,3.0,1,Part Time,0,7.0,2,1.0,6,1,3,1986,28111.13,0
554,32.0,no,desconocido,421.67460317460313,desconocido,1,4,desconocido,555,4,female,69.53208262471655,3,2,research_scientist,1,Married,3405.83,8855.17,4,desconocido,desconocido,14,3.0,2,desconocido,1,9.0,3,2.0,6,1,2,1991,53914.11,true
555,32.0,no,desconocido,556.2566609977324,desconocido,2,3,Medical,556,4,female,69.53208262471655,3,2,research_scientist,2,Divorced,4492.84,11681.39,0,Y,No,13,3.0,3,Part Time,2,10.0,4,2.0,9,1,6,1991,53914.11,1
556,33.0,no,non-travel,553.8412698412699,desconocido,16,3,Life Sciences,557,3,male,69.23015873015873,3,2,sales_executive,4,desconocido,4492.84,11630.67,1,Y,Yes,25,4.0,3,Part Time,1,7.0,2,3.0,6,1,2,1990,53680.0,0
557,47.0,yes,desconocido,1334.6666666666667, Sales ,9,3,desconocido,558,3,female,69.53208262471655,1,4,sales_executive,3,Married,4492.84,28028.0,7,desconocido,No,11,3.0,3,Full Time,0,25.0,3,1.0,23,14,10,1976,129360.0,yes
558,41.0,yes,desconocido,556.2566609977324,desconocido,1,2,desconocido,559,2,male,69.53208262471655,3,2,sales_executive,4,desconocido,4492.84,11681.39,8,desconocido,Yes,11,3.0,1,Part Time,0,8.0,0,1.0,6,0,5,1982,53914.11,0
559,35.0,no,travel_rarely,290.03550973654063, Research & Development ,16,3,Medical,560,1,female,36.25443871706758,4,1,laboratory_technician,2,Married,4492.84,6090.75,0,desconocido,desconocido,13,3.0,3,Part Time,1,6.0,5,3.0,5,0,3,1988,28111.13,0
560,29.0,no,travel_rarely,290.03550973654063,desconocido,2,3,Life Sciences,561,3,female,36.25443871706758,3,1,research_scientist,2,Married,2342.59,6090.75,0,Y,No,23,4.0,4,Part Time,1,10.0,3,3.0,5,0,4,1994,28111.13,false
561,32.0,no,travel_rarely,556.2566609977324,desconocido,1,3,Life Sciences,562,2,female,69.53208262471655,3,2,research_scientist,2,desconocido,4492.84,11681.39,1,Y,No,17,3.0,2,Part Time,2,10.0,3,3.0,10,0,9,1991,53914.11,1
562,35.0,no,travel_rarely,290.03550973654063,desconocido,1,3,Medical,563,2,female,36.25443871706758,2,1,research_scientist,3,Single,2342.59,6090.75,1,desconocido,No,18,3.0,1,Part Time,0,6.0,3,3.0,6,0,4,1988,28111.13,false
